cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña,longitud_reseña,cluster_clientes,cluster_reseñas
754,8.0,11752.99,574.84,346.5,110.0,call center,39.0,2023-04-09,ropa,754.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos ..,16,1,3.0
755,71.0,10740.96,459.05,282.0,116.0,tienda física,35.0,2025-02-22,servicios,755.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,3,1.0
756,53.0,10607.5,1433.24,113.0,174.0,call center,32.0,2023-03-23,educacion,756.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
757,91.0,1453.99,886.05,346.5,111.0,marketplace,13.0,2025-01-17,salud,757.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..,16,8,1.0
758,30.0,10610.94,1245.17,220.0,90.0,móvil,11.0,2023-04-01,alimentos,758.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..,14,0,3.0
759,46.0,3631.91,61.98,24.0,24.0,móvil,1.0,2023-05-13,salud,759.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,15,1.0
760,98.0,10854.78,1295.28,232.0,240.0,web,3.0,2024-06-28,salud,760.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,7,5.0
761,55.0,17855.18,564.09,204.0,118.0,móvil,9.0,2023-09-05,salud,761.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,23,5.0
762,28.0,654.58,619.04,306.0,62.0,marketplace,17.0,2024-12-29,electronica,762.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,5,5.0
763,66.0,6794.29,1012.86,295.0,114.0,tienda física,31.0,2023-11-14,educacion,763.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,13,2.0
764,12.0,12265.9,469.17,250.0,84.0,call center,16.0,2024-05-23,alimentos,764.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,20,3.0
765,70.0,12833.05,781.23,19.0,223.0,móvil,12.0,2023-06-18,hogar,765.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,7,4.0
766,10.0,5141.07,1394.35,170.0,61.0,call center,31.0,2025-04-11,alimentos,766.0,el sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura,13,0,3.0
767,59.0,8637.51,28.43,234.0,174.0,móvil,29.0,2023-11-05,educacion,767.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,26,2.0
768,6.0,3705.28,711.16,10.0,158.0,tienda física,22.0,2023-04-19,electronica,768.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
769,78.0,19024.2,962.51,278.0,172.0,web,9.0,2024-03-21,salud,769.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,23,5.0
770,69.0,16123.93,190.33,346.5,118.0,call center,36.0,2025-03-27,electronica,770.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,3,5.0
771,40.0,19492.22,781.23,73.0,7.0,call center,27.0,2024-06-26,ropa,771.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,6,4.0
772,83.0,9240.42,692.59,334.0,199.0,web,11.0,2024-07-22,alimentos,772.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,23,0.0
773,4.0,13863.55,1124.15,72.0,118.0,marketplace,50.0,2023-10-24,ropa,773.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,6,4.0
774,6.0,11975.26,309.48,123.0,178.0,call center,14.0,2024-11-23,salud,774.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,10,5.0
775,9.0,5593.54,1052.8,168.0,179.0,tienda física,12.0,2023-09-16,electronica,775.0,este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
776,45.0,11395.48,247.41,5.0,138.0,tienda física,29.0,2024-12-16,educacion,776.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,10,2.0
777,54.0,7135.78,9.65,28.0,94.0,marketplace,38.0,2025-02-19,electronica,777.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,14,5.0
778,52.0,8480.79,976.48,263.0,197.0,call center,42.0,2023-01-23,educacion,778.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,9,2.0
779,81.0,12080.82,821.57,346.5,21.0,call center,38.0,2023-03-07,hogar,779.0,el artículo para el hogar es funcional yyy fácil de usar aunque los materiales se sienten normales,17,21,4.0
780,58.0,984.86,1222.1,187.0,113.0,móvil,9.0,,educacion,780.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,8,2.0
781,48.0,4632.6,674.6,305.0,115.0,call center,49.0,2024-03-03,educacion,781.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,13,2.0
782,97.0,2652.64,125.96,200.0,187.0,móvil,46.0,2025-05-06,salud,782.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,2,1.0
783,57.0,13841.87,3.75,88.0,2.0,call center,15.0,2025-10-24,salud,783.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,11,5.0
784,72.0,9070.02,608.83,196.0,146.0,móvil,5.0,2025-07-12,electronica,784.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..,15,23,5.0
785,57.0,1280.48,298.53,39.0,47.0,web,38.0,2025-06-11,hogar,785.0,cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones,14,15,4.0
786,94.0,18586.8,28.6,317.0,184.0,móvil,7.0,2025-07-07,electronica,786.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,23,5.0
787,20.0,3718.0,362.38,269.0,201.0,tienda física,28.0,2023-01-02,alimentos,787.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,18,3.0
788,31.0,18744.75,386.27,45.0,61.0,call center,42.0,2025-05-09,hogar,788.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,6,4.0
789,61.0,17779.42,781.23,263.0,19.0,call center,43.0,2024-01-12,salud,789.0,las  instalaciones están limpias y el personal explica los procedimientos de forma básica,13,21,5.0
790,37.0,13751.86,1127.96,242.0,103.0,call center,23.0,2024-01-08,educacion,790.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,0,2.0
791,18.0,10879.6,890.73,43.0,92.0,marketplace,33.0,2023-01-03,salud,791.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,6,1.0
792,53.0,3494.34,344.27,311.0,153.0,call center,39.0,2025-01-25,alimentos,792.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,2,3.0
793,28.0,2583.04,341.5,231.0,118.0,call center,20.0,2024-12-28,alimentos,793.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,18,0.0
794,17.0,18574.24,700.38,80.0,136.0,marketplace,25.0,2025-06-11,educacion,794.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,10,2.0
795,7.0,5312.42,136.83,8.0,202.0,web,5.0,2023-07-02,educacion,795.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,18,2.0
796,54.0,2151.68,67.1,279.0,118.0,marketplace,41.0,2025-09-10,alimentos,796.0,el sabor es aceptable yyy la textura resulta agradable aunque esperaba mayor frescura,13,24,3.0
797,52.0,1967.23,756.74,321.0,230.0,tienda física,49.0,2023-03-31,alimentos,797.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,9,0.0
798,95.0,16150.32,781.23,240.0,34.0,móvil,2.0,2023-10-28,salud,798.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,19,1.0
799,41.0,4354.76,256.33,101.0,42.0,móvil,18.0,,servicios,799.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,15,1.0
800,99.0,2849.06,79.71,309.0,126.0,tienda física,34.0,2025-04-06,salud,800.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,2,5.0
801,36.0,5596.5,624.33,160.0,228.0,web,21.0,2024-01-03,hogar,801.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..,18,18,4.0
802,66.0,13187.96,575.46,111.0,96.0,tienda física,46.0,2025-06-18,salud,802.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,27,5.0
803,24.0,11721.33,1011.55,93.0,112.0,call center,35.0,2023-10-08,hogar,803.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,6,4.0
804,60.0,4255.8,347.92,308.0,91.0,tienda física,38.0,2023-02-10,ropa,804.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,24,3.0
805,52.0,9824.62,1060.18,187.0,92.0,marketplace,19.0,2023-09-24,hogar,805.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,8,4.0
806,22.0,13670.48,781.23,196.0,115.0,call center,6.0,2025-06-08,salud,806.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,4,1.0
807,14.0,2842.71,353.58,20.0,49.0,call center,25.0,2025-01-08,educacion,807.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,15,2.0
808,43.0,3631.68,1228.41,322.0,142.0,móvil,28.0,2025-06-27,servicios,808.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,9,1.0
809,8.0,2483.26,859.57,182.0,180.0,web,7.0,2023-09-25,hogar,809.0,el  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,12,4.0
810,73.0,17893.05,851.95,330.0,33.0,móvil,45.0,2023-05-25,ropa,810.0,la prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco,17,21,4.0
811,0.0,5989.01,1211.57,1.0,57.0,tienda física,37.0,2023-11-04,ropa,811.0,la  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,6,4.0
812,37.0,17250.79,661.97,73.0,103.0,call center,46.0,2024-12-23,servicios,812.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,6,1.0
813,33.0,15828.52,513.84,2.0,118.0,web,8.0,2023-10-02,educacion,813.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,10,2.0
814,6.0,4587.31,294.73,112.0,3.0,marketplace,1.0,2023-08-14,salud,814.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,15,5.0
815,64.0,14289.37,799.58,127.0,188.0,móvil,41.0,2025-06-18,electronica,815.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,22,5.0
816,57.0,13384.53,698.95,324.0,123.0,marketplace,26.0,2024-12-15,alimentos,816.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,26,0.0
817,44.0,2704.05,1486.06,276.0,98.0,tienda física,4.0,2025-06-17,servicios,817.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,8,1.0
818,48.0,14626.49,1413.69,187.0,195.0,call center,39.0,2024-09-10,educacion,818.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,16,2.0
819,40.0,2106.94,946.7,346.5,39.0,móvil,47.0,2024-06-11,servicios,819.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,13,1.0
820,94.0,12219.98,1066.47,39.0,202.0,web,26.0,2024-11-05,salud,820.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,7,1.0
821,99.0,11015.69,640.54,141.0,162.0,call center,30.0,2025-06-05,servicios,821.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,22,1.0
822,56.0,8078.68,269.83,234.0,54.0,móvil,40.0,2025-04-25,alimentos,822.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,24,0.0
823,19.0,16989.06,1286.09,63.0,148.0,web,34.0,2025-08-15,servicios,823.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,16,1.0
824,46.0,16779.19,1275.28,68.0,141.0,marketplace,35.0,2023-05-31,ropa,824.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,16,3.0
825,95.0,682.75,512.04,203.0,222.0,marketplace,11.0,2023-07-31,ropa,825.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,2,4.0
826,82.0,19505.73,1495.01,249.0,89.0,call center,30.0,2023-07-08,electronica,826.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,21,5.0
827,70.0,5104.31,62.73,165.0,15.0,web,31.0,2023-05-16,alimentos,827.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,24,0.0
828,96.0,17510.46,1325.76,346.5,71.0,tienda física,17.0,2023-12-05,educacion,828.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,21,2.0
829,34.0,16510.34,26.11,40.0,228.0,call center,4.0,2024-11-15,salud,829.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,10,1.0
830,59.0,15136.36,1133.92,258.0,140.0,call center,49.0,2024-11-10,servicios,830.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,16,1.0
831,65.0,10869.42,781.23,281.0,139.0,call center,15.0,2025-11-11,electronica,831.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,23,5.0
832,93.0,16411.82,100.05,154.0,48.0,call center,4.0,2023-08-29,salud,832.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..,16,11,1.0
833,96.0,12617.05,795.31,178.0,176.0,marketplace,30.0,2025-11-20,servicios,833.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,22,1.0
834,94.0,307.99,476.38,292.0,166.0,tienda física,32.0,2025-05-30,servicios,834.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,2,1.0
835,31.0,17098.02,556.28,160.0,210.0,call center,14.0,2023-12-28,educacion,835.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,4,2.0
836,4.0,17484.87,498.33,242.0,141.0,tienda física,30.0,2025-10-22,servicios,836.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,20,1.0
837,44.0,5098.53,1213.18,101.0,140.0,call center,50.0,2025-09-13,educacion,837.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
838,53.0,3527.31,393.67,309.0,240.0,tienda física,26.0,2023-12-14,alimentos,838.0,el sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura,13,2,3.0
839,63.0,6974.49,1262.6,265.0,68.0,tienda física,26.0,2023-09-08,ropa,839.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,17,3.0
840,95.0,13932.77,1347.5,346.5,83.0,móvil,1.0,2025-08-20,educacion,840.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,8,2.0
841,11.0,10388.75,781.23,127.0,160.0,call center,33.0,2023-01-29,electronica,841.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,1,5.0
842,94.0,3155.83,1354.09,345.0,118.0,web,28.0,2025-07-06,salud,842.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,13,1.0
843,67.0,14623.18,155.63,326.0,175.0,marketplace,2.0,2024-01-20,electronica,843.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,23,5.0
844,90.0,9843.41,606.45,121.0,228.0,tienda física,41.0,2023-04-30,electronica,844.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..,17,22,5.0
845,44.0,4442.2,101.38,289.0,104.0,call center,10.0,2024-06-11,alimentos,845.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,5,0.0
846,84.0,8731.99,872.81,275.0,150.0,móvil,15.0,2023-09-02,ropa,846.0,la prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco,17,8,4.0
847,50.0,2235.62,699.48,278.0,6.0,móvil,31.0,2023-11-24,alimentos,847.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,24,3.0
848,98.0,9665.94,1103.73,106.0,28.0,web,38.0,2023-01-26,salud,848.0,la  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,27,1.0
849,50.0,3051.34,143.89,305.0,73.0,web,43.0,2024-06-27,educacion,849.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,24,2.0
850,13.0,11958.21,1189.5,228.0,118.0,tienda física,45.0,2025-03-22,ropa,850.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,1,3.0
851,25.0,6534.81,783.92,303.0,153.0,call center,8.0,2025-09-18,servicios,851.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,5,1.0
852,64.0,10736.0,1135.02,267.0,48.0,móvil,8.0,2023-04-08,educacion,852.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,8,2.0
853,59.0,12387.25,604.65,16.0,118.0,web,35.0,2025-03-22,electronica,853.0,la interfaz es intuitiva yyy el dispositivo responde bien en tareas comunes yyy prolongadas,14,22,5.0
854,66.0,1623.23,1247.89,346.5,126.0,call center,28.0,2024-02-04,servicios,854.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,13,1.0
855,45.0,317.98,1147.3,187.0,68.0,tienda física,15.0,2025-06-10,salud,855.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,8,5.0
856,42.0,18458.96,781.23,77.0,207.0,web,39.0,2025-11-11,salud,856.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,22,5.0
857,67.0,3334.44,578.8,123.0,35.0,móvil,7.0,2023-07-15,hogar,857.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,15,4.0
858,2.0,6424.83,555.87,227.0,190.0,web,5.0,2024-06-14,alimentos,858.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,18,0.0
859,41.0,5985.13,1342.61,208.0,74.0,marketplace,38.0,2023-01-05,servicios,859.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,0,1.0
860,84.0,516.4,1064.7,292.0,37.0,web,44.0,2023-02-07,hogar,860.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,17,4.0
861,51.0,12789.23,857.75,162.0,233.0,call center,38.0,2023-07-23,educacion,861.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,16,2.0
862,5.0,11551.95,705.8,209.0,45.0,tienda física,45.0,2023-07-08,servicios,862.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara ..,15,1,1.0
863,12.0,15989.43,1295.71,346.5,147.0,móvil,34.0,2023-12-31,servicios,863.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,0,1.0
864,85.0,5291.0,1471.99,280.0,18.0,marketplace,29.0,2025-06-09,electronica,864.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,17,5.0
865,56.0,11717.59,531.46,187.0,118.0,web,9.0,2025-06-29,electronica,865.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,23,5.0
866,64.0,2021.25,1279.28,129.0,149.0,marketplace,30.0,,hogar,866.0,cumple  su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,25,4.0
867,18.0,15712.17,1377.4,147.0,237.0,web,1.0,2024-09-11,hogar,867.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,4,4.0
868,14.0,6866.0,1492.83,308.0,137.0,tienda física,1.0,2023-06-04,hogar,868.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,8,4.0
869,89.0,18674.92,15.97,163.0,139.0,call center,20.0,2024-05-02,servicios,869.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,11,1.0
870,95.0,18484.59,242.28,100.0,91.0,tienda física,23.0,2025-01-12,salud,870.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica ..,14,11,5.0
871,25.0,11379.33,781.23,68.0,193.0,marketplace,8.0,2025-09-07,electronica,871.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
872,75.0,17351.17,1329.46,101.0,166.0,móvil,48.0,2024-04-20,electronica,872.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,22,5.0
873,91.0,13985.18,1042.16,331.0,129.0,call center,7.0,,hogar,873.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,23,4.0
874,12.0,11996.64,300.48,4.0,66.0,marketplace,8.0,2023-11-24,hogar,874.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,15,4.0
875,94.0,7698.78,1132.54,103.0,64.0,móvil,26.0,2023-12-22,servicios,875.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,27,1.0
876,59.0,1732.0,740.22,101.0,163.0,marketplace,47.0,2023-09-11,alimentos,876.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,14,0.0
877,79.0,2236.65,320.28,187.0,86.0,móvil,15.0,2024-01-10,salud,877.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,24,5.0
878,77.0,2545.65,1266.31,92.0,123.0,marketplace,37.0,,hogar,878.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,25,4.0
879,70.0,11597.42,787.96,286.0,65.0,web,6.0,2024-09-29,ropa,879.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,8,4.0
880,3.0,3613.71,347.05,125.0,150.0,móvil,22.0,2023-12-15,electronica,880.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,18,5.0
881,55.0,18547.71,1090.91,341.0,194.0,web,49.0,2023-03-03,hogar,881.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,16,4.0
882,16.0,19694.35,541.93,136.0,233.0,call center,14.0,2024-03-22,electronica,882.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,4,5.0
883,87.0,19099.21,737.86,339.0,17.0,tienda física,30.0,2023-02-06,electronica,883.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,21,5.0
884,83.0,14330.73,1470.66,231.0,185.0,móvil,33.0,2024-02-11,salud,884.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,16,1.0
885,92.0,18696.54,319.44,63.0,240.0,móvil,14.0,2025-05-21,alimentos,885.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,7,0.0
886,31.0,15539.88,1027.32,271.0,116.0,tienda física,6.0,2023-05-17,electronica,886.0,la interfaz es intuitiva y el dispositivo responde muuy en tareas comunes y prolongadas,14,4,5.0
887,7.0,328.59,781.23,140.0,53.0,tienda física,41.0,2023-12-07,salud,887.0,la atención en salud fue profesional aunq el tiempo de espera resultó un poco largo,15,1,1.0
888,11.0,13858.37,1214.02,337.0,57.0,tienda física,22.0,2024-10-08,alimentos,888.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,0,0.0
889,53.0,4946.19,328.23,160.0,28.0,tienda física,36.0,2024-12-18,salud,889.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,24,5.0
890,26.0,9963.58,843.82,155.0,118.0,tienda física,31.0,2024-09-29,alimentos,890.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,1,3.0
891,71.0,14927.41,458.2,44.0,184.0,call center,16.0,2025-09-02,educacion,891.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,7,2.0
892,93.0,16668.18,1071.32,187.0,20.0,marketplace,41.0,2025-03-22,hogar,892.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,21,4.0
893,24.0,9157.55,638.17,346.5,47.0,web,25.0,2023-01-22,hogar,893.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,5,4.0
894,44.0,843.87,243.8,5.0,61.0,tienda física,30.0,2025-08-03,salud,894.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,15,1.0
895,52.0,2791.44,646.39,56.0,184.0,call center,40.0,2025-03-19,alimentos,895.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,14,0.0
896,89.0,14122.01,151.35,278.0,165.0,web,13.0,2025-10-15,salud,896.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,23,5.0
897,41.0,12062.52,8.82,346.5,108.0,marketplace,2.0,2025-08-30,electronica,897.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..,15,23,5.0
898,94.0,17885.53,686.3,214.0,125.0,web,37.0,2024-09-04,ropa,898.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,22,3.0
899,33.0,8452.5,1415.14,346.5,118.0,call center,7.0,2024-11-27,educacion,899.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento ..,11,8,2.0
900,23.0,11912.02,1049.68,148.0,118.0,marketplace,4.0,2025-06-14,electronica,900.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,12,5.0
901,48.0,12690.27,740.89,109.0,238.0,web,32.0,2025-01-22,alimentos,901.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,22,0.0
902,6.0,4601.81,1075.55,242.0,183.0,tienda física,48.0,2025-05-28,ropa,902.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,9,4.0
903,80.0,7286.27,187.04,294.0,228.0,marketplace,16.0,2024-03-31,educacion,903.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,2,2.0
904,63.0,1.25,1491.03,265.0,118.0,tienda física,2.0,2025-05-18,electronica,904.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,8,5.0
905,49.0,8803.75,814.43,63.0,12.0,call center,31.0,2024-03-28,salud,905.0,la atención en salud fue profesional aunq el tiempo de espera resultó un poco largo,15,27,1.0
906,25.0,10520.49,1443.75,254.0,97.0,móvil,27.5,2025-05-30,electronica,906.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
907,25.0,3706.68,291.73,66.0,10.0,tienda física,31.0,,hogar,907.0,el artículo para el hogar es funcional yyy fácil de usar aunque los materiales se sienten normales,17,15,4.0
908,100.0,19849.15,941.25,278.0,41.0,tienda física,36.0,2023-04-26,alimentos,908.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,21,0.0
909,2.0,454.47,864.15,142.0,48.0,call center,46.0,2025-03-07,servicios,909.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,1,1.0
